bg2010gj,bg2010ge,bg2020gj,bg2020ge,parea,wt_pop,wt_adult,wt_fam,wt_hh,wt_hu,wt_ownhu,wt_renthu
G36000100146073,360010146073,G36000100146172,360010146172,0.0410411031,0.0088459992,0.0097879282,0.0101010101,0.0093555094,0.0091001011,0.0114358323,0
G36000100146074,360010146074,G36000100146161,360010146161,1,1,1,1,1,1,1,1
G36000100146075,360010146075,G36000100146163,360010146163,0.0076612955,0,0,0,0,0,0,0
G36000100146075,360010146075,G36000100146172,360010146172,0.9923387045,1,1,1,1,1,1,1
G36000100146081,360010146081,G36000100146081,360010146081,0.9991695743,1,1,1,1,1,1,1
G36000100146081,360010146081,G36000100146082,360010146082,0.0008304257,0,0,0,0,0,0,0
G36000100146082,360010146082,G36000100146081,360010146081,0.000417735,0,0,0,0,0,0,0
G36000100146082,360010146082,G36000100146082,360010146082,0.999582265,1,1,1,1,1,1,1
G36000100146091,360010146091,G36000100146091,360010146091,1,1,1,1,1,1,1,1
G36000100146092,360010146092,G36000100146092,360010146092,1,1,1,1,1,1,1,1
G36000100146093,360010146093,G36000100146093,360010146093,1,1,1,1,1,1,1,1
G36000100146111,360010146111,G36000100146111,360010146111,0.9993391315,1,1,1,1,1,1,1
G36000100146111,360010146111,G36000100146152,360010146152,0.0006608685,0,0,0,0,0,0,0
G36000100146112,360010146112,G36000100146112,360010146112,1,1,1,1,1,1,1,1
G36000100146121,360010146121,G36000100146121,360010146121,0.9967079443,0.9984575225,0.998383969,0.9980747016,0.9984905205,0.9984257378,0.9978829706,1
G36000100146121,360010146121,G36000100146133,360010146133,0.0032920557,0.0015424775,0.001616031,0.0019252984,0.0015094795,0.0015742622,0.0021170294,0
G36000100146131,360010146131,G36000100146121,360010146121,0.0066976445,0.0128957078,0.0134387164,0.0108713815,0.0139359286,0.0152435676,0.0155185577,0
G36000100146131,360010146131,G36000100146131,360010146131,0.9931014336,0.9871042922,0.9865612836,0.9891286185,0.9860640714,0.9847564324,0.9844814423,1
G36000100146131,360010146131,G36000100146133,360010146133,0.0002009219,0,0,0,0,0,0,0
G36000100146132,360010146132,G36000100146132,360010146132,1,1,1,1,1,1,1,1
G36000100146133,360010146133,G36000100146112,360010146112,0.0045153833,0,0,0,0,0,0,0
G36000100146133,360010146133,G36000100146133,360010146133,0.9954846167,1,1,1,1,1,1,1
G36000100146141,360010146141,G36000100146141,360010146141,1,1,1,1,1,1,1,1
G36000100146142,360010146142,G36000100146142,360010146142,1,1,1,1,1,1,1,1
G36000100146143,360010146143,G36000100146143,360010146143,1,1,1,1,1,1,1,1
G36000100146144,360010146144,G36000100146143,360010146143,0.0182315698,0.0160349946,0.0157421582,0.0163606353,0.0171566378,0.016927347,0.0205992617,0.011802687
G36000100146144,360010146144,G36000100146144,360010146144,0.9817684302,0.9839650054,0.9842578418,0.9836393647,0.9828433622,0.983072653,0.9794007383,0.988197313
G36000100146151,360010146151,G36000100146111,360010146111,0.0000110796,0,0,0,0,0,0,0
G36000100146151,360010146151,G36000100146151,360010146151,0.2119971418,0.601095198,0.5910871694,0.667311412,0.6265769554,0.6160179641,0.487654321,0.6484907498
G36000100146151,360010146151,G36000100146152,360010146152,0.7879917786,0.398904802,0.4089128306,0.332688588,0.3734230446,0.3839820359,0.512345679,0.3515092502
G36000100147001,360010147001,G36000100147001,360010147001,1,1,1,1,1,1,1,1
G36000100147002,360010147002,G36000100147002,360010147002,1,1,1,1,1,1,1,1
G36000100148011,360010148011,G36000100148012,360010148012,0.5464924879,0.503502627,0.5043620502,0.5168195719,0.4869655892,0.5051169591,0.4916067146,0.456
G36000100148011,360010148011,G36000100148013,360010148013,0.4535075121,0.496497373,0.4956379498,0.4831804281,0.5130344108,0.4948830409,0.5083932854,0.544
G36000100148012,360010148012,G36000100148011,360010148011,1,1,1,1,1,1,1,1
G36000100148021,360010148021,G36000100148022,360010148022,1,1,1,1,1,1,1,1
G36000100148022,360010148022,G36000100148022,360010148022,1,1,1,1,1,1,1,1
G36000100148023,360010148023,G36000100148021,360010148021,1,1,1,1,1,1,1,1
G36000100148031,360010148031,G36000100148031,360010148031,1,1,1,1,1,1,1,1
G36000100148032,360010148032,G36000100148032,360010148032,1,1,1,1,1,1,1,1
G36000309402001,360039402001,G36000309402001,360039402001,1,1,1,1,1,1,1,1
G36000309501001,360039501001,G36000309501001,360039501001,1,1,1,1,1,1,1,1
G36000309501002,360039501002,G36000309501002,360039501002,0.9991238633,0.9948805461,0.993736952,1,0.9925373134,0.9952978056,0.9908256881,1
G36000309501002,360039501002,G36000309513023,360039513023,0.0008761367,0.0051194539,0.006263048,0,0.0074626866,0.0047021944,0.0091743119,0
G36000309501003,360039501003,G36000309501003,360039501003,1,1,1,1,1,1,1,1
G36000309503001,360039503001,G36000309503001,360039503001,1,1,1,1,1,1,1,1
G36000309503002,360039503002,G36000309503002,360039503002,0.9998580785,0.9999933228,0.9999903303,0.9999888297,0.9999921455,0.99998609,0.9999906494,1
G36000309503002,360039503002,G36000909601001,360099601001,0.0001419215,0.0000066772,0.0000096697,0.0000111703,0.0000078545,0.00001391,0.0000093506,0
G36000309503003,360039503003,G36000309503003,360039503003,1,1,1,1,1,1,1,1
G36000309504001,360039504001,G36000309504021,360039504021,0.0000394044,0,0,0,0,0.006227758,0,0
G36000309504001,360039504001,G36000309504022,360039504022,0.7140116623,0.3849797023,0.3875338753,0.3842364532,0.3787085515,0.4074733096,0.4078947368,0.264957265
G36000309504001,360039504001,G36000309504023,360039504023,0.2859489332,0.6150202977,0.6124661247,0.6157635468,0.6212914485,0.5862989324,0.5921052632,0.735042735
G36000309504002,360039504002,G36000309504012,360039504012,0.4409745949,0.3523447402,0.3385826772,0.3464912281,0.3247863248,0.1435941531,0.3125,0.4042553191
G36000309504002,360039504002,G36000309504021,360039504021,0.5520237284,0.6081785782,0.6187640281,0.6052477683,0.6351846053,0.746646864,0.6446228992,0.5741369168
G36000309504002,360039504002,G36000309504023,360039504023,0.0070016767,0.0394766817,0.0426532948,0.0482610036,0.0400290699,0.109758983,0.0428771008,0.021607764
G36000309504003,360039504003,G36000309504011,360039504011,0.8100950962,0.8053545586,0.7921348315,0.8032345013,0.7712177122,0.7918088737,0.7841880342,0.6891891892
G36000309504003,360039504003,G36000309504012,360039504012,0.1899049038,0.1946454414,0.2078651685,0.1967654987,0.2287822878,0.2081911263,0.2158119658,0.3108108108
G36000309505001,360039505001,G36000309505001,360039505001,1,1,1,1,1,1,1,1
G36000309505002,360039505002,G36000309505002,360039505002,1,1,1,1,1,1,1,1
G36000309505003,360039505003,G36000309505003,360039505003,1,1,1,1,1,1,1,1
G36000309505004,360039505004,G36000309505004,360039505004,1,1,1,1,1,1,1,1
G36000309506001,360039506001,G36000309506002,360039506002,0.0243181693,0.0377027619,0.0424028269,0.0413793103,0.0465116279,0.0367278798,0.0546021841,0.0267175573
G36000309506001,360039506001,G36000309506003,360039506003,0.1158104744,0.5072336694,0.4888103651,0.4862068966,0.5094130676,0.4457429048,0.4602184087,0.6297709924
G36000309506001,360039506001,G36000309506004,360039506004,0.8598713564,0.4550635686,0.468786808,0.4724137931,0.4440753045,0.5175292154,0.4851794072,0.3435114504
G36000309506002,360039506002,G36000309506001,360039506001,1,1,1,1,1,1,1,1
G36000309506003,360039506003,G36000309506002,360039506002,0.9461350062,0.9553752535,0.9472295515,0.930875576,0.9451697128,0.9527027027,0.9036697248,1
G36000309506003,360039506003,G36000309506004,360039506004,0.0538649938,0.0446247465,0.0527704485,0.069124424,0.0548302872,0.0472972973,0.0963302752,0
G36000309507001,360039507001,G36000309507001,360039507001,1,1,1,1,1,1,1,1
G36000309507002,360039507002,G36000309507002,360039507002,1,1,1,1,1,1,1,1
G36000309507003,360039507003,G36000309507003,360039507003,1,1,1,1,1,1,1,1
G36000309508001,360039508001,G36000309508001,360039508001,1,1,1,1,1,1,1,1
G36000309508002,360039508002,G36000309508002,360039508002,1,1,1,1,1,1,1,1
G36000309508003,360039508003,G36000309508002,360039508002,0.0019920729,0.0014117647,0.0015205271,0.0047619048,0.0042372881,0.0034246575,0.0042918455,0.0041841004
G36000309508003,360039508003,G36000309508003,360039508003,0.9980079271,0.9985882353,0.9984794729,0.9952380952,0.9957627119,0.9965753425,0.9957081545,0.9958158996
G36000309509001,360039509001,G36000309509001,360039509001,1,1,1,1,1,1,1,1
G36000309509002,360039509002,G36000309509002,360039509002,1,1,1,1,1,1,1,1
G36000309509003,360039509003,G36000309509003,360039509003,1,1,1,1,1,1,1,1
G36000309509004,360039509004,G36000309509004,360039509004,1,1,1,1,1,1,1,1
G36000309510001,360039510001,G36000309510001,360039510001,1,1,1,1,1,1,1,1
G36000309510002,360039510002,G36000309510002,360039510002,1,1,1,1,1,1,1,1
G36000309510003,360039510003,G36000309510003,360039510003,1,1,1,1,1,1,1,1
G36000309511001,360039511001,G36000309511001,360039511001,1,1,1,1,1,1,1,1
G36000309511002,360039511002,G36000309511002,360039511002,1,1,1,1,1,1,1,1
G36000309511003,360039511003,G36000309511003,360039511003,1,1,1,1,1,1,1,1
G36000309511004,360039511004,G36000309511004,360039511004,1,1,1,1,1,1,1,1
G36000309512001,360039512001,G36000309512021,360039512021,1,1,1,1,1,1,1,1
G36000309512002,360039512002,G36000309512011,360039512011,0.9996517293,1,1,1,1,1,1,1
G36000309512002,360039512002,G36000309512012,360039512012,0.0003482707,0,0,0,0,0,0,0
G36000309512003,360039512003,G36000309512013,360039512013,0.000516078,0.0198198198,0.0212014134,0.0156739812,0.0138248848,0.0133333333,0.010230179,0.0465116279
G36000309512003,360039512003,G36000309512022,360039512022,0.999483922,0.9801801802,0.9787985866,0.9843260188,0.9861751152,0.9866666667,0.989769821,0.9534883721
G36000309512004,360039512004,G36000309512023,360039512023,1,1,1,1,1,1,1,1
G36000309512005,360039512005,G36000309512012,360039512012,1,1,1,1,1,1,1,1
G36000309512006,360039512006,G36000309512013,360039512013,1,1,1,1,1,1,1,1
G36000309513001,360039513001,G36000309513022,360039513022,1,1,1,1,1,1,1,1
G36000309513002,360039513002,G36000309513011,360039513011,1,1,1,1,1,1,1,1
G36000309513003,360039513003,G36000309513012,360039513012,0.9521867965,0.9610778443,0.9619238477,0.9611111111,0.9637681159,0.9751937984,0.9628099174,0.9705882353
G36000309513003,360039513003,G36000309513021,360039513021,0.0478132035,0.0389221557,0.0380761523,0.0388888889,0.0362318841,0.0248062016,0.0371900826,0.0294117647
G36000309513004,360039513004,G36000309513021,360039513021,0.0544514397,0.4930362117,0.495412844,0.4784810127,0.5103806228,0.3606911447,0.4745011086,0.6377952756
G36000309513004,360039513004,G36000309513023,360039513023,0.9455485603,0.5069637883,0.504587156,0.5215189873,0.4896193772,0.6393088553,0.5254988914,0.3622047244
G36000500001000,360050001000,G36000500001000,360050001000,1,1,1,1,1,1,1,1
G36000500001001,360050001001,G36000500001001,360050001001,1,1,1,1,1,1,1,1
G36000500002000,360050002000,G36000500002000,360050002000,1,1,1,1,1,1,1,1
G36000500002001,360050002001,G36000500002001,360050002001,1,1,1,1,1,1,1,1
G36000500002002,360050002002,G36000500002002,360050002002,0.9499871214,1,1,1,1,1,1,1
G36000500002002,360050002002,G36000500024001,360050024001,0.0500128786,0,0,0,0,0,0,0
G36000500002003,360050002003,G36000500002003,360050002003,1,1,1,1,1,1,1,1
G36000500004000,360050004000,G36000500004000,360050004000,1,1,1,1,1,1,1,1
G36000500004001,360050004001,G36000500004001,360050004001,1,1,1,1,1,1,1,1
G36000500004002,360050004002,G36000500004002,360050004002,1,1,1,1,1,1,1,1
G36000500004003,360050004003,G36000500004003,360050004003,1,1,1,1,1,1,1,1
G36000500004004,360050004004,G36000500004004,360050004004,1,1,1,1,1,1,1,1
G36000500016001,360050016001,G36000500016001,360050016001,1,1,1,1,1,1,1,1
G36000500016002,360050016002,G36000500016002,360050016002,1,1,1,1,1,1,1,1
G36000500016003,360050016003,G36000500016003,360050016003,1,1,1,1,1,1,1,1
G36000500016004,360050016004,G36000500016004,360050016004,1,1,1,1,1,1,1,1
G36000500019000,360050019000,G36000500019040,360050019040,1,1,1,1,1,1,1,1
G36000500019001,360050019001,G36000500019011,360050019011,0.4872985523,0.5528169014,0.5548961424,0.5207100592,0.5846645367,0.5710144928,0.0555555556,0.6169491525
G36000500019001,360050019001,G36000500019021,360050019021,0.5127014477,0.4471830986,0.4451038576,0.4792899408,0.4153354633,0.4289855072,0.9444444444,0.3830508475
G36000500019002,360050019002,G36000500019021,360050019021,1,1,1,1,1,1,1,1
G36000500019003,360050019003,G36000500019021,360050019021,0.6061997593,1,1,1,1,1,1,1
G36000500019003,360050019003,G36000500019031,360050019031,0.3938002407,0,0,0,0,0,0,0
G36000500019004,360050019004,G36000500019011,360050019011,0.0970951551,0.0970951551,0.0970951551,0.0970951551,0.0970951551,0.0970951551,0.0970951551,0.0970951551
G36000500019004,360050019004,G36000500019032,360050019032,0.9029048449,0.9029048449,0.9029048449,0.9029048449,0.9029048449,0.9029048449,0.9029048449,0.9029048449
G36000500019005,360050019005,G36000500019041,360050019041,0.1473092996,0.1473092996,0.1473092996,0.1473092996,0.1473092996,0.1473092996,0.1473092996,0.1473092996
G36000500019005,360050019005,G36000500019042,360050019042,0.8526907004,0.8526907004,0.8526907004,0.8526907004,0.8526907004,0.8526907004,0.8526907004,0.8526907004
G36000500020001,360050020001,G36000500020021,360050020021,1,1,1,1,1,1,1,1
G36000500020002,360050020002,G36000500020022,360050020022,1,1,1,1,1,1,1,1
G36000500020003,360050020003,G36000500020011,360050020011,1,1,1,1,1,1,1,1
G36000500020004,360050020004,G36000500020012,360050020012,1,1,1,1,1,1,1,1
G36000500020005,360050020005,G36000500020013,360050020013,1,1,1,1,1,1,1,1
G36000500020006,360050020006,G36000500020023,360050020023,1,1,1,1,1,1,1,1
G36000500023001,360050023001,G36000500023001,360050023001,1,1,1,1,1,1,1,1
G36000500023002,360050023002,G36000500023002,360050023002,1,1,1,1,1,1,1,1
G36000500023003,360050023003,G36000500023003,360050023003,1,1,1,1,1,1,1,1
G36000500024000,360050024000,G36000500024000,360050024000,1,1,1,1,1,1,1,1
G36000500024001,360050024001,G36000500024001,360050024001,1,1,1,1,1,1,1,1
G36000500025001,360050025001,G36000500025001,360050025001,1,1,1,1,1,1,1,1
G36000500025002,360050025002,G36000500025002,360050025002,1,1,1,1,1,1,1,1
G36000500025003,360050025003,G36000500025003,360050025003,1,1,1,1,1,1,1,1
G36000500025004,360050025004,G36000500025004,360050025004,1,1,1,1,1,1,1,1
G36000500025005,360050025005,G36000500025005,360050025005,1,1,1,1,1,1,1,1
G36000500027011,360050027011,G36000500019021,360050019021,0.0283981322,0,0,0,0,0,0,0
G36000500027011,360050027011,G36000500027011,360050027011,0.9716018678,1,1,1,1,1,1,1
G36000500027012,360050027012,G36000500027012,360050027012,1,1,1,1,1,1,1,1
G36000500027021,360050027021,G36000500027021,360050027021,1,1,1,1,1,1,1,1
G36000500027022,360050027022,G36000500027022,360050027022,1,1,1,1,1,1,1,1
G36000500027023,360050027023,G36000500027023,360050027023,1,1,1,1,1,1,1,1
G36000500027024,360050027024,G36000500027024,360050027024,1,1,1,1,1,1,1,1
G36000500028000,360050028000,G36000500028001,360050028001,1,1,1,1,1,1,1,1
G36000500028001,360050028001,G36000500028001,360050028001,1,1,1,1,1,1,1,1
G36000500028002,360050028002,G36000500028002,360050028002,1,1,1,1,1,1,1,1
G36000500028003,360050028003,G36000500028003,360050028003,1,1,1,1,1,1,1,1
G36000500028004,360050028004,G36000500028004,360050028004,1,1,1,1,1,1,1,1
G36000500031001,360050031001,G36000500031001,360050031001,1,1,1,1,1,1,1,1
G36000500033001,360050033001,G36000500033001,360050033001,1,1,1,1,1,1,1,1
G36000500033002,360050033002,G36000500033002,360050033002,1,1,1,1,1,1,1,1
G36000500033003,360050033003,G36000500033003,360050033003,1,1,1,1,1,1,1,1
G36000500035001,360050035001,G36000500035001,360050035001,1,1,1,1,1,1,1,1
G36000500035002,360050035002,G36000500035002,360050035002,1,1,1,1,1,1,1,1
G36000500035003,360050035003,G36000500035003,360050035003,1,1,1,1,1,1,1,1
G36000500037001,360050037001,G36000500037001,360050037001,1,1,1,1,1,1,1,1
G36000500038001,360050038001,G36000500038001,360050038001,1,1,1,1,1,1,1,1
G36000500039001,360050039001,G36000500039001,360050039001,1,1,1,1,1,1,1,1
G36000500039002,360050039002,G36000500039002,360050039002,1,1,1,1,1,1,1,1
G36000500039003,360050039003,G36000500039003,360050039003,1,1,1,1,1,1,1,1
G36000500039004,360050039004,G36000500039004,360050039004,1,1,1,1,1,1,1,1
G36000500039005,360050039005,G36000500039005,360050039005,1,1,1,1,1,1,1,1
G36000500040011,360050040011,G36000500040011,360050040011,1,1,1,1,1,1,1,1
G36000500041001,360050041001,G36000500041001,360050041001,1,1,1,1,1,1,1,1
G36000500041002,360050041002,G36000500041002,360050041002,1,1,1,1,1,1,1,1
G36000500041003,360050041003,G36000500041003,360050041003,1,1,1,1,1,1,1,1
G36000500041004,360050041004,G36000500041004,360050041004,1,1,1,1,1,1,1,1
G36000500042001,360050042001,G36000500042001,360050042001,1,1,1,1,1,1,1,1
G36000500042002,360050042002,G36000500042002,360050042002,1,1,1,1,1,1,1,1
G36000500042003,360050042003,G36000500042003,360050042003,1,1,1,1,1,1,1,1
G36000500042004,360050042004,G36000500042004,360050042004,1,1,1,1,1,1,1,1
G36000500042005,360050042005,G36000500042005,360050042005,1,1,1,1,1,1,1,1
G36000500042006,360050042006,G36000500042006,360050042006,1,1,1,1,1,1,1,1
G36000500042007,360050042007,G36000500042007,360050042007,1,1,1,1,1,1,1,1
G36000500043001,360050043001,G36000500043001,360050043001,1,1,1,1,1,1,1,1
G36000500043002,360050043002,G36000500043002,360050043002,1,1,1,1,1,1,1,1
G36000500043003,360050043003,G36000500043003,360050043003,1,1,1,1,1,1,1,1
G36000500043004,360050043004,G36000500043004,360050043004,1,1,1,1,1,1,1,1
G36000500044001,360050044001,G36000500044001,360050044001,1,1,1,1,1,1,1,1
G36000500044002,360050044002,G36000500044002,360050044002,1,1,1,1,1,1,1,1
G36000500044003,360050044003,G36000500044003,360050044003,1,1,1,1,1,1,1,1
G36000500044004,360050044004,G36000500044004,360050044004,1,1,1,1,1,1,1,1
G36000500046001,360050046001,G36000500046001,360050046001,1,1,1,1,1,1,1,1
G36000500048001,360050048001,G36000500048001,360050048001,1,1,1,1,1,1,1,1
G36000500048002,360050048002,G36000500048002,360050048002,1,1,1,1,1,1,1,1
G36000500050011,360050050011,G36000500050011,360050050011,1,1,1,1,1,1,1,1
G36000500050012,360050050012,G36000500050012,360050050012,1,1,1,1,1,1,1,1
G36000500050013,360050050013,G36000500050013,360050050013,1,1,1,1,1,1,1,1
G36000500050014,360050050014,G36000500050014,360050050014,1,1,1,1,1,1,1,1
G36000500050021,360050050021,G36000500050021,360050050021,1,1,1,1,1,1,1,1
G36000500050022,360050050022,G36000500050022,360050050022,1,1,1,1,1,1,1,1
G36000500050023,360050050023,G36000500050023,360050050023,1,1,1,1,1,1,1,1
G36000500050024,360050050024,G36000500050024,360050050024,1,1,1,1,1,1,1,1
G36000500051001,360050051001,G36000500051001,360050051001,1,1,1,1,1,1,1,1
G36000500051002,360050051002,G36000500051002,360050051002,1,1,1,1,1,1,1,1
G36000500051003,360050051003,G36000500051003,360050051003,1,1,1,1,1,1,1,1
G36000500052001,360050052001,G36000500052001,360050052001,1,1,1,1,1,1,1,1
G36000500052002,360050052002,G36000500052002,360050052002,1,1,1,1,1,1,1,1
G36000500053001,360050053001,G36000500053001,360050053001,1,1,1,1,1,1,1,1
G36000500053002,360050053002,G36000500053002,360050053002,1,1,1,1,1,1,1,1
G36000500054001,360050054001,G36000500054001,360050054001,1,1,1,1,1,1,1,1
G36000500054002,360050054002,G36000500054002,360050054002,1,1,1,1,1,1,1,1
G36000500054003,360050054003,G36000500054003,360050054003,1,1,1,1,1,1,1,1
