group_desc,commodity_desc,class_desc,prodn_practice_desc,statisticcat_desc,unit_desc,domain_desc,domaincat_desc
FARMS & LAND & ASSETS,PRACTICES,"LAND USE, CROPLAND","CONSERVATION TILLAGE, NO-TILL",AREA,OPERATIONS,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,PRACTICES,"LAND USE, CROPLAND",CONVENTIONAL TILLAGE,AREA,ACRES,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,PRACTICES,"LAND USE, CROPLAND",CONVENTIONAL TILLAGE,AREA,ACRES / OPERATION,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,PRACTICES,"LAND USE, CROPLAND",CONVENTIONAL TILLAGE,AREA,OPERATIONS,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,PRACTICES,"LAND USE, CROPLAND","COVER CROP PLANTED, (EXCL CRP)",AREA,ACRES,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,PRACTICES,"LAND USE, CROPLAND","COVER CROP PLANTED, (EXCL CRP)",AREA,ACRES / OPERATION,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,PRACTICES,"LAND USE, CROPLAND","COVER CROP PLANTED, (EXCL CRP)",AREA,OPERATIONS,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,SELF PROPELLED,COMBINE,ALL PRODUCTION PRACTICES,INVENTORY,NUMBER,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,SELF PROPELLED,COMBINE,ALL PRODUCTION PRACTICES,INVENTORY,OPERATIONS,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,SELF PROPELLED,"COMBINE, GE 5 YEARS OLD",ALL PRODUCTION PRACTICES,INVENTORY,NUMBER,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,SELF PROPELLED,"COMBINE, GE 5 YEARS OLD",ALL PRODUCTION PRACTICES,INVENTORY,OPERATIONS,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,SELF PROPELLED,"COMBINE, LT 5 YEARS OLD",ALL PRODUCTION PRACTICES,INVENTORY,NUMBER,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,SELF PROPELLED,"COMBINE, LT 5 YEARS OLD",ALL PRODUCTION PRACTICES,INVENTORY,OPERATIONS,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,SELF PROPELLED,FORAGE HARVESTER,ALL PRODUCTION PRACTICES,INVENTORY,NUMBER,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,SELF PROPELLED,FORAGE HARVESTER,ALL PRODUCTION PRACTICES,INVENTORY,OPERATIONS,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,SELF PROPELLED,"FORAGE HARVESTER, GE 5 YEARS OLD",ALL PRODUCTION PRACTICES,INVENTORY,NUMBER,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,SELF PROPELLED,"FORAGE HARVESTER, GE 5 YEARS OLD",ALL PRODUCTION PRACTICES,INVENTORY,OPERATIONS,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,SELF PROPELLED,"FORAGE HARVESTER, LT 5 YEARS OLD",ALL PRODUCTION PRACTICES,INVENTORY,NUMBER,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,SELF PROPELLED,"FORAGE HARVESTER, LT 5 YEARS OLD",ALL PRODUCTION PRACTICES,INVENTORY,OPERATIONS,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,TRACTORS,40-99 PTO HP,ALL PRODUCTION PRACTICES,INVENTORY,NUMBER,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,TRACTORS,40-99 PTO HP,ALL PRODUCTION PRACTICES,INVENTORY,OPERATIONS,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,TRACTORS,"40-99 PTO HP, GE 5 YEARS OLD",ALL PRODUCTION PRACTICES,INVENTORY,NUMBER,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,TRACTORS,"40-99 PTO HP, GE 5 YEARS OLD",ALL PRODUCTION PRACTICES,INVENTORY,OPERATIONS,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,TRACTORS,"40-99 PTO HP, LT 5 YEARS OLD",ALL PRODUCTION PRACTICES,INVENTORY,NUMBER,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,TRACTORS,"40-99 PTO HP, LT 5 YEARS OLD",ALL PRODUCTION PRACTICES,INVENTORY,OPERATIONS,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,TRACTORS,ALL CLASSES,ALL PRODUCTION PRACTICES,INVENTORY,NUMBER,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,TRACTORS,ALL CLASSES,ALL PRODUCTION PRACTICES,INVENTORY,OPERATIONS,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,TRACTORS,GE 100 PTO HP,ALL PRODUCTION PRACTICES,INVENTORY,NUMBER,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,TRACTORS,GE 100 PTO HP,ALL PRODUCTION PRACTICES,INVENTORY,OPERATIONS,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,TRACTORS,"GE 100 PTO HP, GE 5 YEARS OLD",ALL PRODUCTION PRACTICES,INVENTORY,NUMBER,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,TRACTORS,"GE 100 PTO HP, GE 5 YEARS OLD",ALL PRODUCTION PRACTICES,INVENTORY,OPERATIONS,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,TRACTORS,"GE 100 PTO HP, LT 5 YEARS OLD",ALL PRODUCTION PRACTICES,INVENTORY,NUMBER,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,TRACTORS,"GE 100 PTO HP, LT 5 YEARS OLD",ALL PRODUCTION PRACTICES,INVENTORY,OPERATIONS,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,TRACTORS,GE 5 YEARS OLD,ALL PRODUCTION PRACTICES,INVENTORY,NUMBER,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,TRACTORS,GE 5 YEARS OLD,ALL PRODUCTION PRACTICES,INVENTORY,OPERATIONS,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,TRACTORS,LT 40 PTO HP,ALL PRODUCTION PRACTICES,INVENTORY,NUMBER,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,TRACTORS,LT 40 PTO HP,ALL PRODUCTION PRACTICES,INVENTORY,OPERATIONS,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,TRACTORS,"LT 40 PTO HP, GE 5 YEARS OLD",ALL PRODUCTION PRACTICES,INVENTORY,NUMBER,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,TRACTORS,"LT 40 PTO HP, GE 5 YEARS OLD",ALL PRODUCTION PRACTICES,INVENTORY,OPERATIONS,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,TRACTORS,"LT 40 PTO HP, LT 5 YEARS OLD",ALL PRODUCTION PRACTICES,INVENTORY,NUMBER,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,TRACTORS,"LT 40 PTO HP, LT 5 YEARS OLD",ALL PRODUCTION PRACTICES,INVENTORY,OPERATIONS,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,TRACTORS,LT 5 YEARS OLD,ALL PRODUCTION PRACTICES,INVENTORY,NUMBER,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,TRACTORS,LT 5 YEARS OLD,ALL PRODUCTION PRACTICES,INVENTORY,OPERATIONS,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,TRUCKS,INCL PICKUPS,ALL PRODUCTION PRACTICES,INVENTORY,NUMBER,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,TRUCKS,INCL PICKUPS,ALL PRODUCTION PRACTICES,INVENTORY,OPERATIONS,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,TRUCKS,"INCL PICKUPS, GE 5 YEARS OLD",ALL PRODUCTION PRACTICES,INVENTORY,NUMBER,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,TRUCKS,"INCL PICKUPS, GE 5 YEARS OLD",ALL PRODUCTION PRACTICES,INVENTORY,OPERATIONS,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,TRUCKS,"INCL PICKUPS, LT 5 YEARS OLD",ALL PRODUCTION PRACTICES,INVENTORY,NUMBER,TOTAL,NOT SPECIFIED
FARMS & LAND & ASSETS,TRUCKS,"INCL PICKUPS, LT 5 YEARS OLD",ALL PRODUCTION PRACTICES,INVENTORY,OPERATIONS,TOTAL,NOT SPECIFIED
INCOME,CCC LOANS,ALL CLASSES,ALL PRODUCTION PRACTICES,RECEIPTS,$,TOTAL,NOT SPECIFIED
INCOME,CCC LOANS,ALL CLASSES,ALL PRODUCTION PRACTICES,RECEIPTS,OPERATIONS,TOTAL,NOT SPECIFIED
INCOME,CCC LOANS,ALL CLASSES,ALL PRODUCTION PRACTICES,REPAYMENTS,$,TOTAL,NOT SPECIFIED
INCOME,CCC LOANS,ALL CLASSES,ALL PRODUCTION PRACTICES,REPAYMENTS,OPERATIONS,TOTAL,NOT SPECIFIED
INCOME,COMMODITY TOTALS,ALL CLASSES,ALL PRODUCTION PRACTICES,SALES,$,FARM SALES,"FARM SALES: (1,000 TO 2,499 $)"
INCOME,COMMODITY TOTALS,ALL CLASSES,ALL PRODUCTION PRACTICES,SALES,$,FARM SALES,"FARM SALES: (10,000 TO 19,999 $)"
INCOME,COMMODITY TOTALS,ALL CLASSES,ALL PRODUCTION PRACTICES,SALES,$,FARM SALES,"FARM SALES: (100,000 TO 249,999 $)"
INCOME,COMMODITY TOTALS,ALL CLASSES,ALL PRODUCTION PRACTICES,SALES,$,FARM SALES,"FARM SALES: (2,500 TO 4,999 $)"
INCOME,COMMODITY TOTALS,ALL CLASSES,ALL PRODUCTION PRACTICES,SALES,$,FARM SALES,"FARM SALES: (20,000 TO 24,999 $)"
INCOME,COMMODITY TOTALS,ALL CLASSES,ALL PRODUCTION PRACTICES,SALES,$,FARM SALES,"FARM SALES: (25,000 TO 39,999 $)"
INCOME,COMMODITY TOTALS,ALL CLASSES,ALL PRODUCTION PRACTICES,SALES,$,FARM SALES,"FARM SALES: (250,000 TO 499,999 $)"
INCOME,COMMODITY TOTALS,ALL CLASSES,ALL PRODUCTION PRACTICES,SALES,$,FARM SALES,"FARM SALES: (40,000 TO 49,999 $)"
INCOME,COMMODITY TOTALS,ALL CLASSES,ALL PRODUCTION PRACTICES,SALES,$,FARM SALES,"FARM SALES: (5,000 TO 9,999 $)"
INCOME,COMMODITY TOTALS,ALL CLASSES,ALL PRODUCTION PRACTICES,SALES,$,FARM SALES,"FARM SALES: (50,000 TO 99,999 $)"
INCOME,COMMODITY TOTALS,ALL CLASSES,ALL PRODUCTION PRACTICES,SALES,$,FARM SALES,"FARM SALES: (500,000 OR MORE $)"
INCOME,COMMODITY TOTALS,ALL CLASSES,ALL PRODUCTION PRACTICES,SALES,$,FARM SALES,"FARM SALES: (LESS THAN 1,000 $)"
INCOME,COMMODITY TOTALS,ALL CLASSES,ALL PRODUCTION PRACTICES,SALES,$,TOTAL,NOT SPECIFIED
INCOME,COMMODITY TOTALS,ALL CLASSES,ALL PRODUCTION PRACTICES,SALES,$ / OPERATION,TOTAL,NOT SPECIFIED
INCOME,COMMODITY TOTALS,ALL CLASSES,ALL PRODUCTION PRACTICES,SALES,OPERATIONS,FARM SALES,"FARM SALES: (1,000 TO 2,499 $)"
INCOME,COMMODITY TOTALS,ALL CLASSES,ALL PRODUCTION PRACTICES,SALES,OPERATIONS,FARM SALES,"FARM SALES: (10,000 TO 19,999 $)"
INCOME,COMMODITY TOTALS,ALL CLASSES,ALL PRODUCTION PRACTICES,SALES,OPERATIONS,FARM SALES,"FARM SALES: (10,000 TO 24,999 $)"
INCOME,COMMODITY TOTALS,ALL CLASSES,ALL PRODUCTION PRACTICES,SALES,OPERATIONS,FARM SALES,"FARM SALES: (100,000 OR MORE $)"
INCOME,COMMODITY TOTALS,ALL CLASSES,ALL PRODUCTION PRACTICES,SALES,OPERATIONS,FARM SALES,"FARM SALES: (100,000 TO 249,999 $)"
INCOME,COMMODITY TOTALS,ALL CLASSES,ALL PRODUCTION PRACTICES,SALES,OPERATIONS,FARM SALES,"FARM SALES: (2,500 TO 4,999 $)"
INCOME,COMMODITY TOTALS,ALL CLASSES,ALL PRODUCTION PRACTICES,SALES,OPERATIONS,FARM SALES,"FARM SALES: (20,000 TO 24,999 $)"
INCOME,COMMODITY TOTALS,ALL CLASSES,ALL PRODUCTION PRACTICES,SALES,OPERATIONS,FARM SALES,"FARM SALES: (25,000 TO 39,999 $)"
INCOME,COMMODITY TOTALS,ALL CLASSES,ALL PRODUCTION PRACTICES,SALES,OPERATIONS,FARM SALES,"FARM SALES: (25,000 TO 49,999 $)"
INCOME,COMMODITY TOTALS,ALL CLASSES,ALL PRODUCTION PRACTICES,SALES,OPERATIONS,FARM SALES,"FARM SALES: (250,000 TO 499,999 $)"
INCOME,COMMODITY TOTALS,ALL CLASSES,ALL PRODUCTION PRACTICES,SALES,OPERATIONS,FARM SALES,"FARM SALES: (40,000 TO 49,999 $)"
INCOME,COMMODITY TOTALS,ALL CLASSES,ALL PRODUCTION PRACTICES,SALES,OPERATIONS,FARM SALES,"FARM SALES: (5,000 TO 9,999 $)"
INCOME,COMMODITY TOTALS,ALL CLASSES,ALL PRODUCTION PRACTICES,SALES,OPERATIONS,FARM SALES,"FARM SALES: (50,000 TO 99,999 $)"
INCOME,COMMODITY TOTALS,ALL CLASSES,ALL PRODUCTION PRACTICES,SALES,OPERATIONS,FARM SALES,"FARM SALES: (500,000 OR MORE $)"
INCOME,COMMODITY TOTALS,ALL CLASSES,ALL PRODUCTION PRACTICES,SALES,OPERATIONS,FARM SALES,"FARM SALES: (LESS THAN 1,000 $)"
INCOME,COMMODITY TOTALS,ALL CLASSES,ALL PRODUCTION PRACTICES,SALES,OPERATIONS,FARM SALES,"FARM SALES: (LESS THAN 2,500 $)"
INCOME,COMMODITY TOTALS,ALL CLASSES,ALL PRODUCTION PRACTICES,SALES,OPERATIONS,TOTAL,NOT SPECIFIED
INCOME,COMMODITY TOTALS,ALL CLASSES,ORGANIC,SALES,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)
INCOME,COMMODITY TOTALS,ALL CLASSES,ORGANIC,SALES,$,ORGANIC STATUS AND SALES,"ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (5,000 OR MORE $)"
INCOME,COMMODITY TOTALS,ALL CLASSES,ORGANIC,SALES,$,ORGANIC STATUS AND SALES,"ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (LESS THAN 5,000 $)"
INCOME,COMMODITY TOTALS,ALL CLASSES,ORGANIC,SALES,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)
INCOME,COMMODITY TOTALS,ALL CLASSES,ORGANIC,SALES,OPERATIONS,ORGANIC STATUS AND SALES,"ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (5,000 OR MORE $)"
INCOME,COMMODITY TOTALS,ALL CLASSES,ORGANIC,SALES,OPERATIONS,ORGANIC STATUS AND SALES,"ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (LESS THAN 5,000 $)"
INCOME,COMMODITY TOTALS,ALL CLASSES,PRODUCED AND SOLD VALUE-ADDED PRODUCTS,SALES,$,TOTAL,NOT SPECIFIED
INCOME,COMMODITY TOTALS,ALL CLASSES,PRODUCED AND SOLD VALUE-ADDED PRODUCTS,SALES,OPERATIONS,TOTAL,NOT SPECIFIED
INCOME,COMMODITY TOTALS,INCL VALUE-ADDED,ALL PRODUCTION PRACTICES,SALES,$,TOTAL,NOT SPECIFIED
INCOME,COMMODITY TOTALS,INCL VALUE-ADDED,ALL PRODUCTION PRACTICES,SALES,OPERATIONS,TOTAL,NOT SPECIFIED
INCOME,COMMODITY TOTALS,INCL VALUE-ADDED,"WHOLESALE, DIRECT TO RETAILERS & INSTITUTIONS & FOOD HUBS, LOCAL OR REGIONALLY BRANDED PRODUCTS",SALES,$,TOTAL,NOT SPECIFIED
INCOME,COMMODITY TOTALS,INCL VALUE-ADDED,"WHOLESALE, DIRECT TO RETAILERS & INSTITUTIONS & FOOD HUBS, LOCAL OR REGIONALLY BRANDED PRODUCTS",SALES,OPERATIONS,TOTAL,NOT SPECIFIED
INCOME,GOVT PROGRAMS,FEDERAL,ALL PRODUCTION PRACTICES,RECEIPTS,$,TOTAL,NOT SPECIFIED
INCOME,GOVT PROGRAMS,FEDERAL,ALL PRODUCTION PRACTICES,RECEIPTS,$ / OPERATION,TOTAL,NOT SPECIFIED
INCOME,GOVT PROGRAMS,FEDERAL,ALL PRODUCTION PRACTICES,RECEIPTS,OPERATIONS,TOTAL,NOT SPECIFIED
INCOME,GOVT PROGRAMS,"FEDERAL, (EXCL CONSERVATION & WETLANDS)",ALL PRODUCTION PRACTICES,RECEIPTS,$,TOTAL,NOT SPECIFIED
INCOME,GOVT PROGRAMS,"FEDERAL, (EXCL CONSERVATION & WETLANDS)",ALL PRODUCTION PRACTICES,RECEIPTS,$ / OPERATION,TOTAL,NOT SPECIFIED
INCOME,GOVT PROGRAMS,"FEDERAL, (EXCL CONSERVATION & WETLANDS)",ALL PRODUCTION PRACTICES,RECEIPTS,OPERATIONS,TOTAL,NOT SPECIFIED
INCOME,GOVT PROGRAMS,"FEDERAL, CONSERVATION & WETLANDS",ALL PRODUCTION PRACTICES,RECEIPTS,$,TOTAL,NOT SPECIFIED
INCOME,GOVT PROGRAMS,"FEDERAL, CONSERVATION & WETLANDS",ALL PRODUCTION PRACTICES,RECEIPTS,$ / OPERATION,TOTAL,NOT SPECIFIED
INCOME,GOVT PROGRAMS,"FEDERAL, CONSERVATION & WETLANDS",ALL PRODUCTION PRACTICES,RECEIPTS,OPERATIONS,TOTAL,NOT SPECIFIED
INCOME,"INCOME, FARM-RELATED","AG SERVICES, CUSTOMWORK & OTHER",ALL PRODUCTION PRACTICES,RECEIPTS,$,TOTAL,NOT SPECIFIED
INCOME,"INCOME, FARM-RELATED","AG SERVICES, CUSTOMWORK & OTHER",ALL PRODUCTION PRACTICES,RECEIPTS,OPERATIONS,TOTAL,NOT SPECIFIED
INCOME,"INCOME, FARM-RELATED",AG TOURISM & RECREATIONAL SERVICES,ALL PRODUCTION PRACTICES,RECEIPTS,$,TOTAL,NOT SPECIFIED
INCOME,"INCOME, FARM-RELATED",AG TOURISM & RECREATIONAL SERVICES,ALL PRODUCTION PRACTICES,RECEIPTS,OPERATIONS,TOTAL,NOT SPECIFIED
INCOME,"INCOME, FARM-RELATED",ALL CLASSES,ALL PRODUCTION PRACTICES,RECEIPTS,$,TOTAL,NOT SPECIFIED
INCOME,"INCOME, FARM-RELATED",ALL CLASSES,ALL PRODUCTION PRACTICES,RECEIPTS,$ / OPERATION,TOTAL,NOT SPECIFIED
INCOME,"INCOME, FARM-RELATED",ALL CLASSES,ALL PRODUCTION PRACTICES,RECEIPTS,OPERATIONS,TOTAL,NOT SPECIFIED
INCOME,"INCOME, FARM-RELATED",CROP & ANIMAL INSURANCE PAYMENTS,ALL PRODUCTION PRACTICES,RECEIPTS,$,TOTAL,NOT SPECIFIED
INCOME,"INCOME, FARM-RELATED",CROP & ANIMAL INSURANCE PAYMENTS,ALL PRODUCTION PRACTICES,RECEIPTS,OPERATIONS,TOTAL,NOT SPECIFIED
INCOME,"INCOME, FARM-RELATED","FOREST PRODUCTS, (EXCL CHRISTMAS TREES & SHORT TERM WOODY TREES & MAPLE SYRUP)",ALL PRODUCTION PRACTICES,RECEIPTS,$,TOTAL,NOT SPECIFIED
INCOME,"INCOME, FARM-RELATED","FOREST PRODUCTS, (EXCL CHRISTMAS TREES & SHORT TERM WOODY TREES & MAPLE SYRUP)",ALL PRODUCTION PRACTICES,RECEIPTS,OPERATIONS,TOTAL,NOT SPECIFIED
INCOME,"INCOME, FARM-RELATED","GOVT PROGRAMS, STATE & LOCAL",ALL PRODUCTION PRACTICES,RECEIPTS,$,TOTAL,NOT SPECIFIED
INCOME,"INCOME, FARM-RELATED","GOVT PROGRAMS, STATE & LOCAL",ALL PRODUCTION PRACTICES,RECEIPTS,$ / OPERATION,TOTAL,NOT SPECIFIED
INCOME,"INCOME, FARM-RELATED","GOVT PROGRAMS, STATE & LOCAL",ALL PRODUCTION PRACTICES,RECEIPTS,OPERATIONS,TOTAL,NOT SPECIFIED
INCOME,"INCOME, FARM-RELATED",OTHER,ALL PRODUCTION PRACTICES,RECEIPTS,$,TOTAL,NOT SPECIFIED
INCOME,"INCOME, FARM-RELATED",OTHER,ALL PRODUCTION PRACTICES,RECEIPTS,OPERATIONS,TOTAL,NOT SPECIFIED
INCOME,"INCOME, FARM-RELATED",PATRONAGE DIVIDENDS & REFUNDS FROM COOPERATIVES,ALL PRODUCTION PRACTICES,RECEIPTS,$,TOTAL,NOT SPECIFIED
INCOME,"INCOME, FARM-RELATED",PATRONAGE DIVIDENDS & REFUNDS FROM COOPERATIVES,ALL PRODUCTION PRACTICES,RECEIPTS,OPERATIONS,TOTAL,NOT SPECIFIED
INCOME,"INCOME, FARM-RELATED","RENT, LAND & BUILDINGS",ALL PRODUCTION PRACTICES,RECEIPTS,$,TOTAL,NOT SPECIFIED
INCOME,"INCOME, FARM-RELATED","RENT, LAND & BUILDINGS",ALL PRODUCTION PRACTICES,RECEIPTS,OPERATIONS,TOTAL,NOT SPECIFIED
INCOME,"INCOME, NET CASH FARM",OF OPERATIONS,ALL PRODUCTION PRACTICES,GAIN,$ / OPERATION,TOTAL,NOT SPECIFIED
INCOME,"INCOME, NET CASH FARM",OF OPERATIONS,ALL PRODUCTION PRACTICES,GAIN,OPERATIONS,TOTAL,NOT SPECIFIED
INCOME,"INCOME, NET CASH FARM",OF OPERATIONS,ALL PRODUCTION PRACTICES,LOSS,$ / OPERATION,TOTAL,NOT SPECIFIED
INCOME,"INCOME, NET CASH FARM",OF OPERATIONS,ALL PRODUCTION PRACTICES,LOSS,OPERATIONS,TOTAL,NOT SPECIFIED
INCOME,"INCOME, NET CASH FARM",OF OPERATIONS,ALL PRODUCTION PRACTICES,NET INCOME,$,TOTAL,NOT SPECIFIED
INCOME,"INCOME, NET CASH FARM",OF OPERATIONS,ALL PRODUCTION PRACTICES,NET INCOME,$ / OPERATION,TOTAL,NOT SPECIFIED
INCOME,"INCOME, NET CASH FARM",OF OPERATIONS,ALL PRODUCTION PRACTICES,NET INCOME,OPERATIONS,TOTAL,NOT SPECIFIED
INCOME,"INCOME, NET CASH FARM",OF PRODUCERS,ALL PRODUCTION PRACTICES,GAIN,$ / OPERATION,TOTAL,NOT SPECIFIED
INCOME,"INCOME, NET CASH FARM",OF PRODUCERS,ALL PRODUCTION PRACTICES,GAIN,OPERATIONS,TOTAL,NOT SPECIFIED
INCOME,"INCOME, NET CASH FARM",OF PRODUCERS,ALL PRODUCTION PRACTICES,LOSS,$ / OPERATION,TOTAL,NOT SPECIFIED
INCOME,"INCOME, NET CASH FARM",OF PRODUCERS,ALL PRODUCTION PRACTICES,LOSS,OPERATIONS,TOTAL,NOT SPECIFIED
INCOME,"INCOME, NET CASH FARM",OF PRODUCERS,ALL PRODUCTION PRACTICES,NET INCOME,$,TOTAL,NOT SPECIFIED
INCOME,"INCOME, NET CASH FARM",OF PRODUCERS,ALL PRODUCTION PRACTICES,NET INCOME,$ / OPERATION,TOTAL,NOT SPECIFIED
